	content	label
445	한국어도 있었으면 별 다섯개인데.. 그거 빼곤 좋네요	1
446	간단히 인테리어 게임하기 좋아요. 재미있어요. 다른 인테리어 어플들에 비해 색 지정이 자유롭고 크기 조정도 자유로워서 자유도가 높아요.	1
448	제가 디자인 하는 것을 좋아하는데 이런 게임을 찾게 되어서 너무 좋습니다.또 이런 게임이 만들어줘있으면 좋을 것 같아요.	1
450	the best app among room designing apps	1
451	한국어면 딱좋은데...	1
452	재밌네요 ‥	1
453	좋아ㅇㅛ!!	1
455	재미있쓰것 같다	1
458	한국어로. . ....	1
463	범수혁 헤으응	1
466	카아아아앜퉤	1
467	재미있었다	1
468	좋네요	1
469	아꿀랑 쏼라쏼라	1
471	개 꿀쨈	1
472	Good Nice	1
473	동찬시이	1
474	👍🏻	1
475	좋아여....	1
476	❤❤❤	1
477	와우	1
478	제작자에게..(to app maker) 살면서 처음으로 리뷰를 써봅니다 정말 최고의 앱입니다 홈디자인에 관심있거나 취미로 해보기에도 아주 좋습니다 골드버전을 설치하고 하루만에 플러스 버전까지 구입하였습나다 몇몇 아쉬운 점은 있지만 더 개선될거라 생각합니다 그중 이건 꼭 수정이 필요할거 같습니다 방향키로 이동중에 오른쪽 키가(right arrow key) 먹통(holding)이 되는 경우가 있습니다. 계속 오른쪽으로 이동만 하네요.어플을 다시 켜야 멈추네요. 수정해주세요. 최고의 어플 감사합니다	1
479	인테리어 소품도 다 진짜같고 2D로 집 도면이나 전개도를 볼수있어서 좋은데 저장기능이 없어서 아쉬웠어요 또 위아래를 볼때 그냥 화살표 두세개로 내려갔다 올라갔다 하는것보다는 내려갈수있는만큼 내려가게하고 올라갈수있을만큼 올라가게 하는게 더 좋을것같아요 저장기능없는거는 역시 너무 불편하네요 저장기능 제외하고는 다 좋은데ㅠ	1
483	"저는 처음에 그냥 만들어진 집을 보고 ""어떻게 하면 저런 집을 만들지?"" 라는 생각이 들었어요 2일쯤 되고 다시 해보게 되었어요 30분 되고 벽과 기둥을 만들게 되고 또 가구까지 넣고 싶었어요. 5분동안 방법을 찾다가 포기하려고 할때 성공하게 되고 이것저것 훑어보다가 색을 넣고 지금도 2층을 만드는 법을 찾고 있는데 그러면서 재미를 가지게 된것 같아요.^^"	1
484	다양한 가구가 있어서 좋아요. 단점이 있다면... 현질을 해아한다는 점입니다.	1
486	집디자인이꿈인 초5인데요 꾸미기도쉽고,예쁜물건이많아서좋다만 딴건 돈을내더라도 저장만큼은 무료로해주셨으면 좋겠어요 그리고,물건을 탁자,의자등등에 올릴수있게끔해주시면 별5개 앱은정말좋은데 1~3시간에걸처만든집을 제대로보지못하고튕겨 속상했어요 그점만고쳐주세요~ㅎ	1
488	사용하기 간단하고 간단하게 구조를 꾸며볼수 있어서 정말좋습니다. 그런데 유료인데도 불러오기나 내보내기같은 협업이 어렵고 잘 안되네요	1
489	일단 생각대로 집을 인테리어 설계해볼수 있어서 좋음. 근데 벽의 두께랑 높이는 수치로 적어서 가능한데 길이 넓이는 왜 안되는지..아숩. 그 외 가구나 다른것들도 좀 더 많으면 좋겠고. 따로 만든 프로젝트를 가져와서 합치는 기능이 있으면 좋겠다	1
490	초보자도 물론이고 스케치업 해보신분은 혜자라는걸 앎 현장직 계신분들도 간단도면 빼기 좋아요 무조건 어렵다 하기전에 튜토리얼 한번해보면 재미가 느껴지실겁니다	1
494	최고에요!!!결제 전에는 별로였는데, 결제 후에는 정말 재밌게 쓰고있어요. 이 어플 덕분에 셀프인테리어를 시도할 수 있을 것 같아요ㅎㅎ감사합니다.	1
495	다른분들 리뷰 보니까 부정적인 반응이 많은데요, 일단 튜토리얼 있습니다. 처음 키자마자 튜토리얼이 나오는게 아니라 '?'를 클릭하시면 됩니다. 그리고 가장 저렴한걸로 구매해 보세요. 저도 처음에는 저장이 안된다는 것도 불편했고 차라리 광고를 넣어주면 안되나 생각했는데요, 매점에서 과자 사먹을 돈 아껴서 클래식을 구매했습니다. 정말 질이 달라지더라고요. 절 믿어주세요. 돈이 아깝다는 생각은 절대 안드실겁니다. (+개발자님 아웃도어랑 도안 공유하게 하실 생각 없으십니까 저 지금 매우 진지해요) (+제 인생 처음 결제한 앱이에요! 클래식을 구매했고 골드를 구매하려고요 근데 이미 결제한 금액을 차감해주실 수 있다면 더 좋을것같다고 생각해요. 그리고 가구 사이즈를 조절할 때나 방의 크기를 조절할 때 사이즈를 저희가 직접 지정했으면 더 편리할것 같아요. 마지막으로 층수제한을 골드플러스를 구매해야만 풀어주시는데, 클래식과 골드 사이에 층수제한만 풀어주시면 안될까요?)	1
496	좋긴 너무 좋은데 조명 같은 거 설치하면 그 부분이 밝아졌으면 좋겠어요ㅜㅜ크기가 커지면 너무 어두워지더라구요..	1
497	집꾸미고 설계하는건 좀 학생한테는 어렵지만 3D 모드로 구경하니까 진짜 놀러온것같고 힐링되여~! 진짜 여기에 있는듯이 기분이 좋아져요♡	1
498	이 앱은 폰으로 하면 힘듭니다. 맥북으로만..저도 맥북으로 쓰고있는데 너무 잘됩니다. 맥북으로하면 기본앱인데 한국어로 잘 되어있어요. 폰으로 하지말고 맥북으로 하세요.	1
503	너무 좋습니다 100점만점에 99점 줍니다 인테리어나 사람 예쁘게해서 늘려주세요 위층가구 수정할때 가끔 안착안되는데 보완좀해주세요	1
504	제가 인테리어 하는걸 좋아하는데 3d도되고 여러가지로 볼수있고 좋아요 그리고 실제 처럼할수있어서 너무 재미있어요	1
505	골드버전 구매한 뒤에 더 쓰고싶어서 프리미엄을 구매했는데... 미리 구매했던 골드버전 금액만큼 차감되어야 하는거 아닌가요? 이중으로 돈이 나갔네요.	1
507	유용하게 사용하고 있습니다. 유료인점은 아쉽지만, 앞으로도 지속적인 업데이트 부탁드립니다	1
510	휴대폰에서 gold plus를 결재했는데 탭에서 사용하려면 또 결재해야하나요?	1
511	다양한 아키텍처가 많이 있었으면 좋겠습니다~ 살고싶은 집을 스스로 디자인할수있어서 좋은프로그램이에요^-^ 감사합니다♡	1
512	골드 결재하고 사용중인데 방음자재 등 좀 더 많은 표현을 할 수 있었으면 좋겠습니다.	1
513	앱은 상당히 좋은데 핸드폰을 바꿀때마다 프로젝트들이 안옮겨지는데 옮기는 방법이 있나요?	1
514	너무 좋아요!! 아직 쓰진 않았지만 그림만봐도 리모델링이 짱! 쉽게 잘 되어 있네요?!😀😀😀😀 별 4개 드립니당 ~》_《👄💋❤💙💚💛💜💓💕💗💘💝💞💟💖	1
515	가볍게 쓰기 좋음. 저장해서 그러면 결제해야하는데 그리 안 비쌈	1
516	으엉 ㅜㅜ 저 초5인데 건축가가 꿈이라서 해보고싶은 마음에 했는데 너무 어려워요ㅜㅜ 그래도 좋은니,별은 5개..♡ *^^*	1
517	조금 열심히 하면 예쁜집 만들듯 처음부터 쉬운건 없죠	1
518	재밋는데 안그랬었는데 요새 왜 계속 들어가면 튕기나요 들어갈때마다 튕겨요	1
519	집 설계를 기본적으로 하기에 좋습니다. 가격이 아깝지 않아요.	1
520	평면도에 올리면 편하고 내가 원하는 스케일을 알 슈 잇어서 유용합니다!	1
527	이거 너무 다양해서 좋구요 근데 물건들이 거의 다 돈 내는 거라 아쉅네요.	1
528	심심할때 하는데 자유도가 높아서 좋아요. 지붕이나 천장쪽도 자유롭게 할수있음 더 좋을거같아요	1
529	아직초반이라 사용법을 익히는 중입니다. 좀 복잡해요 ㅜㅜ	1
531	아주 좋아요 다만 저장을 할려면 현질을 해야 되네요	1
532	스케치업보단 약하지만 충분히 심심풀이로 사용하기 좋음!	1
534	다좋은데 유료서비스가 너무 비싸요 이런건 거의다 학생이 하는데 13000 28000은 너무 비싸요..ㅠ	1
535	핸드폰으로 유로 결제하시고 같은 계정 태블릿에서 쓰실분들 또 결제하라고 나오는데 그럴때는 결제창으로 가셔서 구매한 상품 다시 구매 누르시면 적용됩니다 참고하세요	1
536	좀 작동이 힘드네요 로딩도 많고 , 다른거는 굳	1
540	아주좋아요. 초보자도 쉽게 할수있네요!!!	1
544	게임을까는데 시간이 너무많이 걸렸지만 재미있어요	1
545	움직이기는 불편하지만, 퀄리티가 진짜 좋아요.👍 이거 한번쯤은 꼭 해보세요. 처음에 댓글보고 어떤지 궁금했는데.. 해보고나니 해볼만해요.	1
546	너무너무!!재밌어용!!제가..인테리어..하는걸..아~주좋아하거든요!!넘~좋아용!!♡♡♡	1
547	지붕과 곡선형 벽도 추가되었으면 더 좋겠네요.	1
548	저는 개인적으로 집꾸미기를 좋아해서 이게임이 마음에드는것같아요	1
549	구성도 좋고 재미나게 사용합니다	1
550	인테리어 참고할 땨 좋은것같어요	1
553	편리해요. 이사할 집 시간가는줄모르고 구현했네요	1
555	poco x3 폰인데, 설치안되네요. 설치되도록 업데이트 해주세요.	1
557	저도 집 디자인 하는걸 좋아하는데 와.... 말일(초4)	1
558	매우 좋습니다 잘활요하면 많은도음이 될것같습니다	1
560	다 괜찮은것 같은데 렉이 너무 심해요	1
561	어플을 실수로 눌렀는데 핸드폰 결제가 됐늡니다 환불해 주세요	1
564	지금 배우고 있는 중인데 신기하고 좋습니다.	1
565	다른 인테리어 어플보다는 이게 제일 괜찮은거 같네요.	1
567	건축 지역이 한정되어 있지만 좋아요	1
568	똑같은 계정으로 로그인돼 있는데 태블릿에서 다시 구매하라고 나오네요? ㅠㅠ 해결 부탁드립니다!	1
569	유로가아니면 저장이 안되는 것 빼고는 좋습니다	1
571	집 설계는 최고 입니다.	1
576	유료결제하면 만족도 급상승	1
577	방 리모델링 전에 하니 좋네요! 돈낼만합니다	1
578	혹시 이거 full버전 fbx 파일로도 download 가능한가요?	1
580	골드 플러스 구매했는데 완전 좋아요!!	1
583	정말 재미있게 하고 있어요	1
584	재밌긴한데 튕겨요.	1
588	진짜 같아요~^^제밌을거 같아요😍	1
592	집꾸미기 인테리어같은거 좋아햇는데 딱 내스탈 ㅠㅡㅠ 엘리베이터랑 차종류 만들어줘용 ㅠㅠ	1
595	언제나 만족합니다.	1
598	완전 좋아요!	1
599	30분쯤하면 튕겨요	1
600	너무 좋아요!	1
604	좀 더 써보고 ☆5 드림	1
605	사용하기 편해요	1
606	편리하네요	1
607	앱을 노트북에 설치하려고 하는데 어떻게 해야하나요?	1
608	평생 유튜브만 밨는데 네가 꾸미다니	1
611	심심할때 제격 입니다.	1
613	최고의어플	1
616	에라가 나요 고쳐주세요	1
617	매우만족합니다	1
618	사용하기편리하네요	1
621	최고입니다!!!	1
622	괜찮ㅎ네요	1
623	Good	1
624	진짜 최고네요.... 가구 점점 늘려가는 업데이트좀 부탁드려요~	1
626	재미있어용	1
627	최고	1
628	갓겜	1
629	GOOD	1
630	excellent app to check before stying my home	1
631	좋아요.	1
632	감사합니다	1
633	좋아유	1
634	좋아요	1
635	좋아요	1
637	아주	1
638	괜츈	1
639	진짜로 다 좋은데 저장만 할 수 있으면 좋겠어요 I really like everything, but I just want to save it.	1
640	다 좋은데 저장이 안되네요 ㅠㅠ I like them all, but I can't save them. Please make a storage function.	1
641	현재 기기에서 사용하다 다른 기기로 옮겼을때 유료버전을 그대로 사용가능한가요? 아니면 다시 깔고 또 돈을 내야하나요? Can I use the paid version when I move it to another device while using it on the current device? Or do I have to put it back and pay again?	1
642	굿	1
643	굿	1
644	좋아요	1
645	재밌음	1
647	공간이 넓어지면 점점 어두워져서 조명을 설치했을때 그부분에 대해 밝기를 높여주는 디테일도 있으면 좋겠어요.	1
648	좋아요:)	1
649	최고에영	1
650	좋아요	1
651	와웅	1
652	굿	1
653	좋아요	1
655	왼전 좋습니다 다만 거의 다 완성되가는데 튕겨서 다시 들어가면 없어져있고;; 완전 짜증나네요 그점만 바꿔주시면 어떤앱보다도 최고입니다 It is very good 👍 but when I done making it, it's out of the app all of a sudden. ☹😡	1
656	다 좋은데 돈 안내도 저장은 할 수 있게 해주세요..ㅠㅠ불편해요..(Everything is good, but please let me save the money.I feel uncomfortable.)	1
659	Including everything I've wanted	1
663	Good	1
665	첫 사용자들에게는 어려울 수도 있다고 생각합니다. 첫 사용자들에게 30일 동안 체험의 기회를 주는 것도 괜찮지 않을까요? 가구 디자인이 다양합니다. 독특한 디자인도 많고, 화병이나 양초 등 장식도 많아져서 꾸미기 재밌습니다. 디자인 하나하나를 구경하느라 시간이 너무 빨리 지나갑니다. 그러나 현관, 계단 종류가 좀 더 다양해지면 좋겠습니다. 영국의 오래된 주택을 좋아합니다. 그리고 3층까지 만들 수 있다는 것을 방금 알았습니다! 그리고 샹들리에를 설치했을 때, (Above)+(샹들리에의 길이)=(방의 높이) 이런 조건을 만족하면 위층 바닥에서 아래층의 샹들리에가 보입니다!! 층 사이에 최소한의 간격을 만들어 주세요. 그리고 혹시, 다락방을 만들 수는 없나요? 동그란 방은 어떤가요?	1
668	이런 프로그램이나 어플이 있으면 좋겠다...했는데 사용하기 편리하고 기본적으로 아는 영어들이라 딱히 번역없이도 사용가능하네요	1
671	앱이 아니라 웹으로 계속사용했었는데 요새 로그인하면 start from scratch가 클릭해도 열리지 않고 my projects도 안열리네요. 잘사용했는데 왜 그러는건지 모르겠어요 ㅠ 가구나 그림도 다 유료도 결재해놨거든요	1
672	결제 취소가 정상적으로 되어서, 다시 forever 옵션으로 결제했어요. 좋은 어플만들어 주셔서 감사합니다.	1
674	매월 자동결제가 되고 있네요. 구글 플레이 자동결제 취소에서는 정기결제 항목에 planner 5d가 안 떠요~ 정기결제를 취소하려면 어떻게 해야 하나요?	1
675	이미 아이폰에 로그인이 되어있고, 갤럭시탭에서도 쓰려고 로그인을 하는데 로그인이 안됩니다. 어떻게 해야 하나요? 아이폰에서 로그아웃을 해야하나요? 그렇다면 로그아웃은 어떻게 하나요?	1
676	*건의사항 1.층 간격 두기 (1cm정도) 2.벽 설정 추가, 곡선형 벽 등을 추가 3.천장에 영향을 주는 가구의 공간 만큼 천장을 비워둘 것 4.라디오, 디스크 등 옛날 가구 추가 5.층 높이 별로 시점을 수정 6.렌더링을 일부 순간의 시점뿐만이 아닌 전체를 렌더링 할 수 있도록 함. 렌더링 전후의 이질감 해소 7.층을 5층 정도 추가 8.동양풍 가구 추가 9.다중용도 가구 추가 ex)사다리+의자, 소파+침대	1
678	지금 인터넷사이트로 업데이트되어있는 가구들은 어플에는 언제 업데이트 될 예정인가요? 업데이트 차이가나니 불편하네요 빠른업데이트 해주세요ㅠ	1
679	자동결재 해지 부탁드려요. 도저히 못찾겠어요. 7개월째 안쓰는데 돈이나가요 카드사도 직접해지해야한다고하고 해지하는데가없어요. 자동결재 해지원합니다.ㅠ	1
687	전에 평생결제한적이있는데 안되길래 방금전 재결재했는데 확인바랍니다	1
688	싱글 침대에 성인용 벙커 침대가 추가되었으면 좋겠습니다. 유아용 침대 카테고리에 벙커 침대가 있기는 하지만, 성인에게 맞는 사이즈로 조절하는 과정에서 디자인이 어색해지기 때문입니다.	1
693	다좋은데 이제 자동결제 해제좀 부탁할께요..	1
695	한국어 바꾸라는분 뭐죠;; 이사람은 외국인인데 일부러 한국어로 바꿔야 하는 이유도 없잖아요;;	1
696	처음 접해보는 분야지만 몇번 하다보니 금방 익숙해지네요. .	1
698	그..제가 아빠계정이었다가 제 계정으로 바뀐 노트북이 있는데 그거를 가져오진 못하나요 ? 돈 주고 다 샀는데..	1
701	돈주고 사길 잘했네요.	1
702	다른건 다 좋은데 한국어설정이 안돼네요 그래서 별4개드립니다	1
703	너무 좋은거 아닙니까악!!!	1
706	자동결제취소시켜주세요	1
707	한번도 안써봤지만 좋네요	1
709	좋은 앱 같음	1
710	좋을것 같다	1
712	한국어로 어떻게 바꿔요?	1
713	나는 귀요미 -ㅌㄱ	1
718	good!	1
719	좋아요 😀	1
720	Good app	1
721	Good ! Really fun and useful	1
722	매우 좋습니다	1
724	굳	1
725	Can I set the height in 3d fps mode? How tall are you?	1
726	good	1
727	좋아요	1
728	Perfect	1
729	Good	1
730	Good	1
731	굿	1
732	Make me a Cat Tower.	1
733	so good	1
734	عالی	1
737	한국어 지원이 되는지 안되는지 모르는데 다 영어여서 보기힘든거 빼고 다 좋아요!	1
738	한국어로도해주샘 부탁임	1
741	게임 뚜따	1
745	"너무 잘해오던 유저인데 아이템카달록 1년넘게 유료구매해서 사용 했고 지워져서 재설치 하고 로긴해서 들어갔는데 왜 계속 에러뜨고 
3D아이템 로딩만 주구장창이고..... 제대로 되질않음..개선해주세오. 진짜 개빡침. 이거하는 낙으로 사는데...후"	1
749	아이가 잘못눌러 결재됐습니다. 철회안되나요?금액도 크고 제가 사용할일이없는 앱이네요..ㅜㅜ	1
750	"I just wanted to use for one month in March. I didn't notice this app is 
automatically paid. Please refund for two months for 31/Mar and 30/Apr."	1
751	근데 어떻게 하는지 모르겠어요 그래픽은 좋은데 도움말 같은걸 해줬으면 좋겠네요	1
752	짱짱 따봉 좋아요 ^^	1
753	useful to make room decorated	1
754	great!!~~	1
755	Good	1
756	정말좋아요 다좋은데  2층은  어떻게만드나요?.	1
758	어떻게 아셨담.깔깔	1
759	님돌 트위터보고 찾아왓죠? 낄낄ㄹ	1
760	최고	1
763	굿!	1
764	넘나 좋음	1
765	개꿀	1
769	I'd like to change the shape of the room. Please teach me the way.	1
770	최고	1
771	최고	1
774	매우 재미있음	1
776	it's good game for me thanks that but there are some arrs to downloading to 3d models	1
777	good. 결제했습니다. but more construction item plz.	1
778	너무좋아요 너무좋은데 집 마음대로 크게하거나 모양다르게 할 순 없나요? 집이 네모나기만 해서 별로 할 게 없네요ㅠㅠ	1
779	좋은 어플입니다.  좋아요	1
780	조작이 어렵고 원하는 가구가 없어 아쉬워요 익숙해지면 갖고 싶은 나만의 집을 꾸미고 할수잇다는게 좋은것같아요 재밋어요	1
781	Hi I'd like a refund.	1
782	자동결제취소하고싶은데 어떻게하죠?	1
783	잘됨	1
784	I want to spend 3$ pro package. But I worred about 3D system. Please 3D view must fixed. for example, fps mode(watch) and tps mode(placement) in 3D mode. and view movement chage nomal fps games. screen left side, movement arrow. right side, view angle.	1
789	빨래건조대나 식기세척기 등 다양한 실용품이나 가구가 있었으면 좋겠어요. 그리고, 가구 꾸미는게 유료화 해야 한다고 뜨네요? 전어 처럼 이거는 유료로 안해도 되면 좋겠어요.	1
790	다 좋은데 색깔이나 크기 바꾸는 거에 새로운 가구 광고 밖에 안뜨네요.^^	1
792	무료인거치곤 최고. 복층 만드는게   아쉽긴하네요	1
793	넘나 좋은것!!진짜 굿이에요 제 꿈이 인테리어 디자이너인데 정말 좋은 앱이에요!감사합니다	1
794	스케치업과  비슷해서  좋네요	1
795	재미있어요 정말로 제작자님 최고	1
797	진짜대박!!!게꿀잼요고누가만들었냐??천재내!이거만든사람감탄임!!!!	1
798	우와 진짜 너무 좋아요!!	1
799	러아다나	1
800	굿굿	1
801	굿굿	1
802	얼마전까지 괜찮다가 3D화면이 계속 깨져요 한개 파일만 그런줄 알았더니 파일들 전체가 다 깨지네요..	1
804	실제집 꾸미기에 많은 도움 되었어요 너무 좋은 어플~ 다만 요즘 가구 잠긴거 많아서 아쉽네요 나중에 평생권 사야겠어요	1
805	VR이 있으면 재미있겠네요. 근데 VR없을때는 움직이기가불편한데 개선좀 해주셨으면 합니다.	1
807	간단하게 집의 꾸미고 만들고 할수있네요!	1
809	정말 좋습니가	1
810	쓰기도 편하고 실제적인 요소를 많이 반영한거 같네요 건축설계도 간편한 편이구요 굉장히 만족스럽습니다 가구나 다양한요소 많이 업데이트 부탁드립니다	1
811	별100개줘도 모자람  너무 좋음	1
812	The best simulation app ever	1
813	plz..  add tools. .   people - children	1
815	최고인듯	1
816	WWW	1
817	진짜 제가 원하던 앱입니다 만들어주셔서 정말 감사합니다♥♥	1
818	넘 좋아요.	1
819	아주재미있게 사용하고있는데요...가구같은것을더많이만들어주면더재미있을것같고 지형도더넓게해주시면더재미있을것같습니다그리고 돈도만들어주었으면좋겠습니다 몬가 부자처럼느겨져서요	1
820	내가 만들고 체험해보는게 재미있어요	1
821	좋습니다 도움되네요	1
822	좋습니다.아주좋습니다.	1
823	오	1
824	방 영역확장은 모서리부분 동그라미를 끌어당기며 확장하거나 축소하실수 있습니다	1
825	VR도 되니 애가 좋아행요	1
827	진짜 최고네요.	1
829	그럼데 좀 어려워요 ㅠ	1
830	천천히 움직였으면해요 ㅎㅎ	1
831	Good thank you	1
833	굿굿	1
834	ㅎㅎ	1
835	넘좋네요💝	1
836	ㅎㅎㅎ	1
837	너무너무좋아요	1
838	아주 좋아요	1
840	다좋은데 영어때문에 모르겠어요ㅠㅠ	1
841	대박이네요... 실제로 인테리어 할때도 좋아보입니다	1
842	굿	1
843	😀	1
845	근대 조금 어려워요 ㅎㅎ	1
846	영문으로 되어있어도 아주좋습니다	1
847	It is very good.but how can make walls?	1
848	👍	1
850	잠겨있는 항목이많아서 아쉽지만 그래픽도 좋고 쓸만해요	1
851	내가찾던 어플. 내가 만들고 싶은데로 만들고.. 3D뷰는 완전 대박..  2층 3층 지붕도 있어요. 왜 지붕이 없다고 하지..   아쉬운점... 무료로 제공하는 것이 적습니다... 그래서 나는 구입함.	1
852	최고임 어떤 것과 바꿀수 없다.	1
854	집안가구배치를 종종 바꾸는 1인입니다. 좋아용.	1
856	이거 어떻게 하는지 알려주세요 한글로요	1
857	종류도많고 너무 좋네요	1
858	VR기능까지 연동이 되다니 !!	1
859	제꿈이 인테리어 디자이너이기때문애 이런앰 하나쯤은 있었으면좋겠다고 생각했는데 ....	1
862	집 인테리어를 그림으로 그리자니 실력이 부족했는데 좋은 어플이 있어서 행복하네요 ㅎㅎ	1
863	좋아요!!!그런데 사용하기 조금 어려워요ㅠㅠ	1
864	재미나요	1
865	높이가로세로 방, 가구 전부 수동입력되구요.	1
866	다괜찮은데 저한테 필요한건 거의다 유료 서비스네요ㅠ	1
868	Please support Korean	1
870	왕  디자인 좋아하는디ㅣ	1
871	최고	1
872	이때까지 해왔던 인테리어 게임중에 제일 낫고 좋네요!!!^^	1
873	다~~~~좋은데  영어여서 그림도 알아보지 못 하겠어요 고쳐주세요 그리고 이게임 한번 나가면 저장안되나요?? 밥 먹을려고 나갔다가 들어왔더니 저장 안되더라고요 저장되게 해 주시면 별5개 드릴께요 2층 만들수 있다고 봤는대 못 만들더라고요 2층만들수 있으면 2층 만드는 방법좀 알려주세요~!^^ 그리고 잠긴게 너무 많아요 제가 3학년인데 잠긴걸 살수 있나요?몇개좀 풀어주세요!!  그리고 물건 놓을려고 할때 안나오고 3D로 할때  자리도 안보이고 화면도 못 바꾸고 불편한게 많아요 고쳐주세요!!	1
876	좋아요	1
877	쨩쨩★^^	1
878	짱짱	1
879	아무리찾아봐도 지붕이 없던데 지붕어떻게찾죠?	1
880	이야~대박이야~너무좋아~꼬꼬 귀.여.워 꼬꼬는 마크가 좋아 플래너 5D가 좋아? 마크가 좋아  플래너 5D가 좋아?    플↓래↑너↓5↑D↑ !!!	1
882	직접 집을 만들수 있어요	1
883	최고	1
884	best!!!!	1
885	처음에는 아....이거 어쩌지...상태였는데 하다보니 금방 적응했습니다! 재밌어요!	1
886	Easy and nice.	1
887	이번에집 세탁실이랑 작은바스룸 그리고 주방 리노 드러가는뎅. 초보자도 척척	1
888	조작도 간편하고 2d와 3d로도 볼 수 있어 좋네요. 다만 유료에서도 종류가 다양해야한다고 생각해요.	1
889	근데 가구가 다 잠겨잇음 글두 내가아는앱중에서는👍	1
890	자기만의 창의성을 이용해 나만의 이 세상에 단 하나밖에 없는 사무실(집) 만들기가 너무 재미있어요	1
892	간단하게 2D 도면을 그려서 3D로 볼수있어서 좋네요. 일할때 편하겠어요. 여러가지 모양의 집을 그릴때 각각의 공간을 따로 그려서 붙이세요. 한개 공간안에 여러개의 공간을 만드는게 아닙니다. 그것만 이해하시면 다양한 작업이 가능해요.	1
893	입체감을 실감하여 실효를 대신할 수 있을 것으로 생각합니다 .	1
894	와우 저가 생각 그대로 이네요.ㅎㅎ별 5개 줍니다.ㅎㅎㅎㅎㅎ 재밌음	1
896	유료화만 아니었음 진짜 최곤데ㅠㅜ	1
898	실내 인테리어 디자이너를 꿈꾸는 초등학생입니다.현실성있고 재미있는 애플리케이션이군요.	1
900	조작키도 어렵고 랙도 걸리네여	1
903	움직이기 어렵지만 그래도 재밌네요	1
904	이게임 컴퓨터로도 다운로드해 보세요 컴퓨터로 하면더잘되요!	1
905	깔고있는데 재밌을것 같네요~	1
906	ㅡㅅㄴㄷㄴㄷㄴㄷㄴㄷㄴ	1
907	화면을 돌릴 때 힘들어요. 그리고 제가 만든 집에서 살 수 있게 해주세요. 인테리어만 하고 끝내니까 뭔가.. 아쉬운 느낌이랄까?	1
908	안녕하세요 저는 인테리어와 가구 리폼을  좋아하고 관심도 많습니다 그래서인지 이       게임은 저에게 참  잘 맞아요                           정말 좋은 프로그램  입니다 감사합니다	1
909	좋을것같아♥ ㅋㅋ 지금깔았음ㅎ	1
912	까는데 기대된당	1
914	재밌다 또실제같은 느낌아니까	1
915	저도  깔고  있는데  두근거리네요	1
916	좋은건 구입해야되서 무제한 life time 으로 구입	1
917	조작법이 좀 독특한 것 같지만 재밌어요	1
918	방향조절할때 자꾸 화면이 마음대로 안움직여서 좀 답답해요..그리고 가구 이동시킬때 미세조정하는 버튼이 있었으면 좋겠어요!	1
921	제가 인테리어 좋아하는데 감사합니다😘	1
922	이런것이 있을줄몰랐어유...ㅠㅠ!!!!제작자분 이런앱 만들어주셔서 감사합니다 ㅠㅠ	1
924	와이런디자인하는다좋아하는데~~	1
926	저가 이런집에 살면 좋겠네용~~♡	1
927	감탄이끝이질않내요. 최고에요! 정말	1
928	가구배치 가늠하기 적당함	1
930	모든가구 안되는거 빼곤 다좋음	1
931	좋아요! 하지만 1점을 더 줄순 없어요~	1
932	민 밥팅딱갈이	1
933	ㅎ완전 재밋어요	1
934	잠김이 너무 많음	1
936	근데 조종하기 좀 어렵네요...	1
937	깔고있어요 흥미진진해요	1
938	오늘 기 가 시간에 이거 컴터로 했는데 폰보다는 PC가 더 괜찮음	1
939	진짜 이만한 앱 없음 나중에 커서 미래를 그리기위해(?) 했는데 다른 앱에 비해 짱임!!!!	1
940	넘좋아요  제가한것  중에 재일짱이내용🎉~~♡	1
941	급하게 아이디어 정리하기 좋아요	1
943	뭐...좋네여...하하... (진짜 좋아여!!)	1
944	It's so good	1
945	별거 아닌데 재밌슴 ㅋㅋㅋ	1
946	헐 완전 실시판 진짜 잘만듬!!	1
947	오모야 찔렸다	1
948	우왕 대박!^^ 정말 좋아용♡♡	1
949	트위터... 크흠.. ㅎㅎ	1
950	짜아아아아앙!	1
951	굿! 이거 안깔면 후해할뻔!	1
952	ㅎㅎㅎㅎ넘 좋아요♡♡	1
953	정말 좋은 대요!	1
955	2층 까직 지을 수 있게 해주세요	1
956	음... 좋아서 별 5개	1
958	유로만 없었으면 짱이에요	1
959	영어쓰지마 리뷰들아	1
961	완전 핵꿀잼😆^^	1
963	유료정말풀어주세요	1
964	ㅎㅎ쓸만한걸	1
965	ㅎㅎ 짱짱 이에요	1
966	ANG♡	1
967	정말좋네요~~	1
968	좋아요^^	1
969	아닛트위터에서 보고온것을 어찌 알았지??	1
970	멋진데요?	1
971	진짜완전대박좋음♡	1
972	죄고야	1
974	리토리님도하나보네요!!	1
975	엄청 좋아요	1
977	하면또하고 싶어	1
981	이런거 좋아여	1
982	이전 버전용	1
983	좋아요	1
984	그냥 최고	1
986	앤캐최고	1
987	So trash!!	1
988	최고일듯	1
989	♡♡♡♡♡	1
990	최고	1
991	굿	1
992	껄껄	1
993	굿굿	1
994	두근두근두근	1
995	두근두근	1
996	너무너무너무너무너무너무너무너무좋아요	1
